Measurement,Iteration,Time,FPS,RAM,CPU
0,4.5,0.5128,56.162531966081204,203.08515625,8.18101282092852
1,4.5,1.0183,57.5325224181329,204.81015625,5.283411164047692
2,4.5,1.5089,51.17560857387482,205.29921875,17.362212764797388
3,4.5,2.0080999999999998,56.164083813998275,205.32421875,7.1928435600286935
4,4.5,2.511,56.10226109450823,227.54609375,13.094454544792338
5,4.5,3.012,53.54203092496391,231.580078125,21.97893759996379
6,4.5,3.5143,56.894117598063474,226.79765625,6.768676301808968
7,4.5,4.0191,53.69672668434076,226.94921875,12.091295917585686
8,4.5,4.522399999999999,51.29680236609816,227.119140625,16.897076949472456
9,4.5,5.0207,56.871537627378494,227.194921875,7.016920823545554
10,4.5,5.5268999999999995,52.30862077613252,227.5203125,29.777161103212155
11,4.5,6.0246,44.33561537911207,228.110546875,54.286394113532694
12,4.5,6.5283999999999995,50.06918454594391,228.755859375,40.58737537520359
13,4.5,7.0307,57.50118476726178,228.690234375,11.484446160336152
14,4.5,7.5265,60.0,228.690234375,0.0
15,4.5,8.0298,56.87957446261383,228.690234375,5.803123715898465
16,4.5,8.5354,50.63065361891108,228.91875,18.183393584726343
17,4.5,9.034600000000001,55.31971053277996,229.009765625,9.00254618983084
18,4.5,9.5363,55.80110093589359,228.99375,16.071949496276034
19,4.5,10.0384,46.35071899238404,229.135546875,46.598880889253024
20,4.5,10.5379,49.200468127252776,229.21953125,41.001376845873956
21,4.5,11.0415,55.409307332282154,229.110546875,22.479243736193993
22,4.5,11.5417,58.16449171506876,229.21171875,6.1183609497707705
23,4.5,12.0461,54.53987423609976,229.194140625,12.818445968049843
24,4.5,12.543600000000001,52.51644424228581,229.39296875,15.28288206798725
25,4.5,13.0475,56.685389548939874,229.546875,6.7161258922449605
26,4.5,13.552100000000001,53.07246252671037,229.661328125,24.7823229553751
27,4.5,14.052600000000002,44.68742221334763,229.818359375,52.6801299641495
28,4.5,14.5568,49.851351799020634,229.693359375,38.74550967195091
29,4.5,15.0535,56.18541676133022,229.84609375,17.99864997548449
30,4.5,15.5568,57.71920999682304,229.683203125,8.791050395942909
31,4.5,16.0593,53.81417101591397,229.951171875,13.675534977954332
32,4.5,16.559800000000003,52.10490261048913,230.113671875,15.560088284893274
33,4.5,17.062,57.02749513462275,230.194140625,6.535011277760946
34,4.5,17.5677,52.050059281440596,230.30546875,28.001055763128903
35,4.5,18.066300000000002,47.6323108291994,230.36171875,42.21659061951887
36,4.5,18.5698,50.33640881539266,230.452734375,37.590284710895716
37,4.5,19.0668,54.508977922706,230.3671875,22.7893172302223
38,4.5,19.5737,56.51713206044063,230.31953125,13.595591182806384
39,4.5,20.072499999999998,53.5262671705849,230.325,14.103726638935445
40,4.5,20.5751,53.58641127770536,230.424609375,13.501118498708673
41,4.5,21.0768,55.50549274434216,230.506640625,10.70703506808855
42,4.5,21.5787,50.6161107078485,228.681640625,37.233028626766554
43,4.5,22.077,46.94044910897107,228.57421875,46.00709204197881
44,4.5,22.5801,50.990347224908355,228.598828125,36.73656648441168
45,4.5,23.0818,56.11344323778104,228.7046875,18.034715103577078
46,4.5,23.587,58.06310547790982,228.70625,8.26459431430486
47,4.5,24.083099999999998,59.2814371257485,228.657421875,3.193612774451098
48,4.5,24.5871,59.405455124764444,228.657421875,1.582624101723959
49,4.5,25.090600000000002,60.0,228.657421875,0.0
50,4.5,25.5946,60.0,228.657421875,0.0
51,4.5,26.0948,60.0,228.657421875,0.0
52,4.5,26.5976,60.0,228.64296875,0.0
53,4.5,27.100900000000003,60.0,228.645703125,0.0
54,4.5,27.6034,60.0,228.6484375,0.0
55,4.5,28.1036,60.0,228.648828125,0.0
56,4.5,28.605400000000003,60.0,228.648828125,0.0
57,4.5,29.1025,59.63751075681993,228.884765625,1.2061542036382122
58,4.5,29.604599999999998,59.758890630159996,229.015234375,0.40242100362340844
59,4.5,30.1039,60.0,229.015234375,0.0
60,4.5,30.606099999999998,60.0,229.11796875,0.6016584070223171
61,4.5,31.1128,60.0,229.11796875,0.0
62,4.5,31.615,60.0,229.11796875,0.0
63,4.5,32.1177,60.0,229.11796875,0.0
64,4.5,32.622,60.0,229.11796875,0.0
