Measurement,Iteration,Time,FPS,RAM,CPU
0,4.5,0.5191,58.75729847883622,207.5609375,33.35998385906112
1,4.5,1.0147,59.3544884939336,208.93671875,23.232871194005178
2,4.5,1.5107,59.99780131556795,209.164453125,23.797920295424436
3,4.5,2.0069,59.97817887299018,209.235546875,12.293623820834249
4,4.5,2.5126,58.3522716462193,213.040625,32.031739179279
5,4.5,3.0231000000000003,53.25237025995621,224.419921875,107.51824850492119
6,4.5,3.5159,57.79499955829029,232.473828125,75.55152766144828
7,4.5,4.0202,59.58713029460216,236.657421875,41.62050370450863
8,4.5,4.5289,59.99561475486627,236.85859375,21.24504060251076
9,4.5,5.017,57.68647109814759,241.380078125,59.47656481482524
10,4.5,5.5194,59.047497254545455,253.952734375,108.74135583953314
11,4.5,6.0199,59.835021898674256,263.744140625,107.31096647670215
12,4.5,6.522499999999999,59.965527223291396,271.55703125,102.65391572403182
13,4.5,7.0226,59.95009616013444,276.384765625,102.7904291887032
14,4.5,7.5342,59.885045352687186,277.13359375,37.03421011919191
15,4.5,8.0387,59.98154543520651,276.605078125,22.419216800246986
16,4.5,8.531099999999999,59.6701487262719,276.853125,27.74421624464879
17,4.5,9.024,58.00586080576841,276.576953125,67.42750403114262
18,4.5,9.526900000000001,58.64319916334811,284.056640625,118.13924191704874
19,4.5,10.0292,59.79948992756054,278.3921875,125.00907161730936
20,4.5,10.533100000000001,59.919706566329296,275.1546875,106.3359615160037
21,4.5,11.031600000000001,59.97705967924658,274.183984375,98.87286773642077
22,4.5,11.541,59.90394229884938,272.069921875,48.88791548431344
23,4.5,12.0362,59.9773563909417,272.16484375,21.858559011378425
24,4.5,12.539,59.664577199106056,272.426953125,26.98422063393756
25,4.5,13.038300000000001,58.013023495510296,261.1921875,68.48022369280979
26,4.5,13.5347,58.789051136236175,264.564453125,118.46757286137363
27,4.5,14.0401,59.87485059029003,264.903515625,114.8466021579815
28,4.5,14.538499999999999,59.9278978620727,266.259765625,113.17948388171139
29,4.5,15.044900000000002,59.94739312360775,265.704296875,96.3665307816541
30,4.5,15.552000000000001,59.92134437878136,265.991015625,54.30036020506666
31,4.5,16.0519,59.99889988096461,265.570703125,23.99715958843391
32,4.5,16.549500000000002,59.43779437392421,265.80625,36.859074656010606
33,4.5,17.0462,58.23649387746726,266.88984375,67.73832075995065
34,4.5,17.546,57.96607666409393,272.370703125,117.69951573552298
35,4.5,18.0465,59.32002741883912,274.537109375,113.72061236109748
36,4.5,18.5508,59.972935629008155,276.080859375,109.36003034836276
37,4.5,19.058600000000002,59.81824466155765,275.84375,84.09031173812826
38,4.5,19.5631,59.91236347888228,275.86484375,51.315249775434594
39,4.5,20.0604,59.89251123917078,275.63828125,23.50855566800967
40,4.5,20.5596,59.345866128150945,276.06171875,41.67794830080067
41,4.5,21.059199999999997,59.33398721950614,275.65,63.662683351503276
42,4.5,21.5619,59.48866290812539,277.334375,107.19748785582098
43,4.5,22.061700000000002,60.0,278.143359375,105.25199131957136
44,4.5,22.5633,59.90865797594936,277.526953125,102.70443597411159
45,4.5,23.067,59.93925515191229,276.4828125,76.67912437406144
46,4.5,23.5774,59.94145812816868,274.744921875,52.61143706621232
47,4.5,24.0719,59.89361477582518,274.7296875,26.472899907372074
48,4.5,24.5746,59.85745177432297,274.783984375,18.895105690407217
49,4.5,25.0745,59.94987180078073,274.8078125,15.642478387180088
50,4.5,25.5762,59.96287524984348,274.830859375,9.956418737580519
51,4.5,26.0773,59.99900869200519,274.830859375,10.57975607003271
52,4.5,26.580900000000003,59.999563034352136,274.830859375,9.138161597843126
53,4.5,27.082800000000002,60.0,274.830859375,8.56968100580105
54,4.5,27.5854,60.0,274.88125,10.347949551076324
55,4.5,28.0877,59.99965046281828,274.930078125,7.967500080888087
56,4.5,28.5908,59.99780507763264,274.955078125,9.349542727083577
57,4.5,29.0918,60.0,274.955078125,9.389644958884858
58,4.5,29.5907,59.99964816486929,274.94765625,8.615871971917517
59,4.5,30.087,59.99447541193702,274.942578125,6.850129724733948
60,4.5,30.5825,59.995461748284086,274.932421875,5.883217765677172
61,4.5,31.087,59.999469405563104,274.92265625,4.761018268600921
62,4.5,31.5901,59.99434415818361,274.92265625,5.15694772847362
63,4.5,32.0951,59.9949099393224,274.9734375,5.546621993120959
64,4.5,32.597,59.997009223368835,274.9734375,7.777476199522293
