Measurement,Iteration,Time,FPS,RAM,CPU
0,4.5,0.5096,57.47684430434772,150.5171875,7.285420061185022
1,4.5,1.0064,56.3168232371813,152.053515625,8.667981934851253
2,4.5,1.504,52.90343471383486,152.9109375,20.489878106334213
3,4.5,2.0075,50.23207602854822,153.38828125,21.045897985186564
4,4.5,2.5080999999999998,57.855687048408015,153.57578125,4.002557053103872
5,4.5,3.0201000000000002,45.555968614224454,174.797265625,61.90363187373108
6,4.5,3.5208,57.72151938867277,186.155078125,77.47853616791858
7,4.5,4.0128,53.773192422099044,190.104296875,38.571251691101814
8,4.5,4.519,30.17242601679275,195.247265625,92.91768507703945
9,4.5,5.0205,30.306931202804446,200.29296875,104.84500551435949
10,4.5,5.5238,41.439644479946544,204.1546875,94.67075413037617
11,4.5,6.028499999999999,52.01753250319882,206.309765625,72.53615556438345
12,4.5,6.536,57.23168928246942,207.5734375,52.58628858296826
13,4.5,7.0249,57.70863285498591,208.044921875,26.270508725454583
14,4.5,7.5222,55.15774375513606,208.5,16.34427691702741
15,4.5,8.027,41.772767972522324,210.895703125,51.0345328126747
16,4.5,8.5318,33.760433745852865,214.433984375,77.25688504851958
17,4.5,9.0383,40.68958765902803,217.236328125,74.7673563561804
18,4.5,9.533100000000001,47.54674129028926,219.3578125,75.3946167344195
19,4.5,10.0367,53.624220936980144,196.95,69.39590255884313
20,4.5,10.544799999999999,57.404802895495685,197.130859375,35.46620724910045
21,4.5,11.032900000000001,56.14282284433417,197.516796875,18.42161436714779
22,4.5,11.5337,44.25000000278734,199.383203125,50.96188647764252
23,4.5,12.042300000000001,35.873139947786065,202.15703125,71.3715209884397
24,4.5,12.5496,40.59286466766441,204.54296875,75.1445289152081
25,4.5,13.0499,48.423563177875124,206.34140625,69.01291193035279
26,4.5,13.548599999999999,53.230472868097344,194.934765625,60.42863889277449
27,4.5,14.0508,57.1999735889872,182.775390625,38.411913317032656
28,4.5,14.5429,55.66585993365059,181.372265625,24.591512136220647
29,4.5,15.0444,46.50272044707377,181.66328125,38.59712608803688
30,4.5,15.550900000000002,35.637721470333666,184.73515625,70.06484178848632
31,4.5,16.0551,39.78833071749841,187.171875,72.33373725137332
32,4.5,16.5564,48.7321527346399,188.755078125,62.412814262681465
33,4.5,17.0549,53.411622032224486,190.240625,58.62299470904393
34,4.5,17.5654,55.71259360928023,191.23359375,40.858851477619126
35,4.5,18.055699999999998,54.56504982044784,191.950390625,27.216007817798204
36,4.5,18.552,49.16654966525414,193.20859375,36.25267485431904
37,4.5,19.0578,40.647925292250484,195.929296875,62.876880731851955
38,4.5,19.564799999999998,39.983061289973115,199.47578125,72.96604123584999
39,4.5,20.0667,46.65298341576586,198.730078125,64.80499174526486
40,4.5,20.562800000000003,51.1056169161689,199.066796875,62.64743382041276
41,4.5,21.069200000000002,55.01696207964717,192.519921875,51.09957404960969
42,4.5,21.5641,56.08924182387195,179.633203125,34.463370594811764
43,4.5,22.0607,55.62960185863244,179.9734375,21.710964195562894
44,4.5,22.561799999999998,58.35397201006614,180.239453125,9.59982962297723
45,4.5,23.0634,59.32888839118747,180.24140625,4.425423346854678
46,4.5,23.5638,58.78409342893044,180.24140625,2.83341956784192
47,4.5,24.0638,60.0,180.24140625,0.0
48,4.5,24.568099999999998,60.0,180.24140625,0.0
49,4.5,25.0688,60.0,180.24140625,0.0
50,4.5,25.5707,60.0,180.241015625,0.0
51,4.5,26.072899999999997,60.0,180.240234375,0.0
52,4.5,26.574900000000003,60.0,180.239453125,0.0
53,4.5,27.076100000000004,60.0,180.239453125,0.0
54,4.5,27.577499999999997,60.0,180.239453125,0.0
55,4.5,28.076600000000003,60.0,180.239453125,0.0
56,4.5,28.579200000000004,59.880774362068976,180.239453125,0.199203187250996
57,4.5,29.082299999999996,59.87987161296161,180.239453125,0.20120724346076457
58,4.5,29.585700000000003,60.0,180.239453125,0.0
59,4.5,30.0879,60.0,180.239453125,0.0
60,4.5,30.589999999999996,60.0,180.239453125,0.0
61,4.5,31.091,60.0,180.239453125,0.0
62,4.5,31.595,60.0,180.239453125,0.0
63,4.5,32.0948,60.0,180.239453125,0.0
64,4.5,32.5978,60.0,180.239453125,0.0
