Measurement,Iteration,Time,FPS,RAM,CPU
0,4.5,0.5187,58.94312161398072,225.916015625,39.35993582852628
1,4.5,1.0169000000000001,59.829815589036514,226.889453125,13.838373700983658
2,4.5,1.5155999999999998,59.94936511719975,226.96875,12.8148516760939
3,4.5,2.0138,59.77942257719836,227.04296875,13.993449083560368
4,4.5,2.5052,59.678569792546035,228.355859375,20.500238830522655
5,4.5,3.0178,59.218045344226866,229.687109375,29.234674885402075
6,4.5,3.5267000000000004,58.14765944275872,233.21171875,47.15148274718666
7,4.5,4.0194,59.903414032324825,233.24453125,26.104673390178487
8,4.5,4.5173000000000005,59.979134772863475,233.122265625,14.642549857451453
9,4.5,5.0165,59.98128037814375,235.078125,20.846097276412248
10,4.5,5.5167,59.97064276215512,235.344921875,16.41091050715405
11,4.5,6.0261,59.21684840958663,237.455859375,21.40393441661845
12,4.5,6.532500000000001,58.454651741722024,242.83671875,44.63421559894657
13,4.5,7.032500000000001,58.53209992453005,249.600390625,49.67504398713804
14,4.5,7.5344,59.93037978199344,249.633984375,26.25078212168317
15,4.5,8.026900000000001,59.99941094751733,249.148828125,10.416177808642512
16,4.5,8.5275,59.99690776417299,249.14140625,4.797358580819884
17,4.5,9.0325,59.969936444935556,249.193359375,8.953050555936452
18,4.5,9.5277,59.99299934534588,249.294140625,18.530713235073478
19,4.5,10.029300000000001,59.947262130149134,247.983203125,19.201554354490185
20,4.5,10.5333,59.85256635725572,247.769921875,15.615655233492564
21,4.5,11.042300000000001,59.27847516596402,246.221484375,42.20308205922376
22,4.5,11.5486,59.56058891784941,243.681640625,54.022693521951204
23,4.5,12.0449,59.92014748558345,243.865625,33.4054545535932
24,4.5,12.535599999999999,59.932006126659054,243.5234375,10.742417162916672
25,4.5,13.035400000000001,59.98986414126962,243.3390625,6.8080246150940456
26,4.5,13.537899999999999,59.994519054211004,243.407421875,13.347731138675837
27,4.5,14.0387,59.994940032973794,243.6109375,20.36070127675606
28,4.5,14.5412,59.940484890008214,243.644921875,14.737842994643666
29,4.5,15.0471,59.55793694708442,243.696875,22.87962031805163
30,4.5,15.550899999999999,59.51497604002344,244.4171875,45.41317835003788
31,4.5,16.0567,59.848731218962065,242.609375,45.87097443599804
32,4.5,16.551,59.89131305074439,232.6078125,20.687322118728225
33,4.5,17.046,59.99024468605578,224.60234375,6.297650492707678
34,4.5,17.550800000000002,59.994853599575336,224.433984375,7.732912065957859
35,4.5,18.049599999999998,59.993426419958666,224.544921875,17.61726144609036
36,4.5,18.551,59.95519159194673,224.68125,20.508761519828305
37,4.5,19.0548,59.89480635244068,224.729296875,12.464545299381133
38,4.5,19.558799999999998,59.36354293215792,225.166796875,32.30242428842132
39,4.5,20.0671,59.673459754755086,226.06953125,48.21398957816386
40,4.5,20.5709,59.881576010855625,226.537109375,39.294611204336704
41,4.5,21.0621,59.94097954050587,226.148828125,19.110144560936877
42,4.5,21.5597,59.9921059471893,225.935546875,6.885870438905346
43,4.5,22.059,59.98340887113835,225.998046875,10.414895465340969
44,4.5,22.5597,59.991495290871555,226.11015625,15.366351264564972
45,4.5,23.0624,59.977764291519556,226.2125,14.92141524677873
46,4.5,23.5654,59.68992745481184,226.337890625,21.141382029197892
47,4.5,24.0731,59.38152151641456,227.294921875,39.128264155190955
48,4.5,24.579,59.59447607064824,227.453125,44.25895519029094
49,4.5,25.0791,59.90087856298135,226.5046875,31.601245864841893
50,4.5,25.5713,59.94477794146538,226.277734375,14.234942248618196
51,4.5,26.0725,59.99629316933749,226.06875,5.409427857925932
52,4.5,26.576,59.994662884305136,226.1078125,7.1553254752873725
53,4.5,27.077199999999998,59.993912942206556,226.1078125,7.981898717860713
54,4.5,27.580599999999997,59.99688505713029,226.1078125,8.144675968537374
55,4.5,28.0819,59.98892617855186,226.1078125,7.7833317570038165
56,4.5,28.5817,59.99799515083258,226.1078125,8.20867726587025
57,4.5,29.084899999999998,59.99607720507068,226.1078125,8.152898602607163
58,4.5,29.587,59.99723388309802,226.1078125,7.967863724534078
59,4.5,30.089800000000004,59.99668765575232,226.1078125,8.75626855105703
60,4.5,30.589499999999997,59.996138899420124,226.1078125,8.404505758524536
61,4.5,31.0894,59.9990433119827,226.1078125,7.797332362781367
62,4.5,31.586199999999998,59.99868172427904,226.1078125,7.0485565648426185
63,4.5,32.0839,59.98701489103993,226.13359375,4.630276860399411
64,4.5,32.5829,59.99357258734094,226.184765625,4.011523267555837
