Measurement,Iteration,Time,FPS,RAM,CPU
0,4.5,0.5115000000000001,53.05405984628992,157.529296875,17.012229256825954
1,4.5,1.0046,59.88399176897248,157.564453125,0.2
2,4.5,1.5017,55.896766161369804,158.252734375,8.647994892536705
3,4.5,2.0042,55.46025336169517,158.748828125,8.762656354137281
4,4.5,2.5049,58.19544733844513,159.40546875,4.590831086830323
5,4.5,3.0131,52.09511537183412,191.068359375,66.97247871856061
6,4.5,3.5103999999999997,59.163784978974434,193.105859375,53.8894647718955
7,4.5,4.0074,57.345623708428704,192.20390625,6.461812162109849
8,4.5,4.5078000000000005,54.368596011568684,192.31171875,11.778905943784528
9,4.5,5.0095,54.20829589378235,193.29296875,15.347023653319429
10,4.5,5.5122,55.059643995370436,194.803515625,39.24677941388933
11,4.5,6.0145,58.60659255196507,197.36953125,67.49513844754307
12,4.5,6.5199,57.00225118042645,197.933203125,97.08539944500323
13,4.5,7.017100000000001,58.13403343025516,198.19765625,57.691955813308724
14,4.5,7.5152,56.323521316868366,197.8234375,23.54530567543562
15,4.5,8.0159,55.16301443092867,197.758203125,11.992496694794559
16,4.5,8.517100000000001,54.262741663243766,198.597265625,26.60216972815819
17,4.5,9.0203,55.51024423575063,199.840234375,63.016358462174324
18,4.5,9.5244,57.977345658581136,200.311328125,82.12230819217955
19,4.5,10.0236,58.56916191620267,197.933984375,73.30131553903486
20,4.5,10.5221,58.431413401782734,197.657421875,45.51270007831449
21,4.5,11.022,56.834850579779314,195.36953125,24.169569545207203
22,4.5,11.5228,55.904342947431914,195.380078125,18.56448060055188
23,4.5,12.023299999999999,54.3409117185408,195.7875,23.420236454276267
24,4.5,12.5262,56.45394931665798,196.553515625,47.56869221128126
25,4.5,13.0294,58.105703551096745,197.004296875,72.78868406204813
26,4.5,13.5303,57.720633175897696,186.5421875,65.48092358381265
27,4.5,14.029599999999999,58.87546142026018,180.25859375,50.02100709698482
28,4.5,14.529300000000001,57.78705778153433,176.28203125,21.427625687944285
29,4.5,15.0292,55.83809455994574,175.117578125,15.450559766454237
30,4.5,15.5292,54.16264949096861,173.63515625,18.885965334177524
31,4.5,16.0319,56.90131968403481,174.496484375,37.682525936771476
32,4.5,16.5347,57.84395242116908,175.110546875,70.72258807127236
33,4.5,17.0349,59.05210037491603,175.8546875,67.38876743542042
34,4.5,17.5348,59.40215464425817,174.55546875,43.137083285320124
35,4.5,18.0366,57.34274742281125,173.8828125,26.386274476636554
36,4.5,18.539,56.76483728159373,173.41484375,17.86795536988928
37,4.5,19.0416,54.523278322689485,173.14375,23.038775240907874
38,4.5,19.5467,55.14965894556134,173.29609375,33.70289181740814
39,4.5,20.0536,54.544201801228574,174.38359375,52.91917196738649
40,4.5,20.5595,57.89029220220575,174.4453125,74.40885398220543
41,4.5,21.058799999999998,59.11539092906386,174.025,64.07517490936641
42,4.5,21.557,57.92331899792795,174.454296875,46.524202162178824
43,4.5,22.0537,59.993535805981345,173.803125,28.53115598469999
44,4.5,22.552799999999998,59.90734271805959,173.564453125,10.062613168945651
45,4.5,23.0523,59.97444858656818,173.5125,3.541666666666667
46,4.5,23.553199999999997,60.0,173.387109375,0.199203187250996
47,4.5,24.0547,60.0,173.384765625,0.2
48,4.5,24.5564,60.0,173.38515625,0.0
49,4.5,25.058,60.0,173.385546875,0.0
50,4.5,25.5599,60.0,173.385546875,0.0
51,4.5,26.062599999999996,60.0,170.0421875,7.563102889673163
52,4.5,26.563200000000002,60.0,170.0421875,0.0
53,4.5,27.062099999999997,60.0,170.0421875,0.0
54,4.5,27.564100000000003,60.0,170.0421875,0.1972386587771203
55,4.5,28.0644,60.0,169.941015625,0.1988071570576541
56,4.5,28.564999999999998,60.0,169.941015625,0.0
57,4.5,29.065999999999995,60.0,169.941015625,0.0
58,4.5,29.5678,60.0,169.941015625,0.0
59,4.5,30.0671,60.0,169.941015625,0.0
60,4.5,30.5683,60.0,169.941015625,0.0
61,4.5,31.07,60.0,169.830078125,0.0
62,4.5,31.570600000000002,60.0,169.830078125,0.0
63,4.5,32.0717,60.0,169.830078125,0.0
64,4.5,32.5729,60.0,169.830078125,0.0
